accuracy,loss,val_accuracy,val_loss,epoch
0.9249551892280579,0.2613365352153778,0.9411666989326477,0.198637917637825,1
0.9496058821678162,0.16318379342556,0.9498464465141296,0.1696959286928177,2
0.955620288848877,0.14228327572345734,0.9515411853790283,0.16260768473148346,3
0.958901047706604,0.1305323839187622,0.9529600143432617,0.1598973125219345,4
0.9613515734672546,0.12257397174835205,0.9524427056312561,0.16537050902843475,5
0.9630845785140991,0.11645074188709259,0.954104483127594,0.15955406427383423,6
0.9644174575805664,0.11172420531511307,0.9546598196029663,0.15627899765968323,7
0.9655081033706665,0.1078438013792038,0.9557793140411377,0.15488967299461365,8
0.9664310216903687,0.10441017150878906,0.9548606872558594,0.16224706172943115,9
0.9672661423683167,0.10181213915348053,0.9553322792053223,0.15787246823310852,10
0.9678334593772888,0.09933704137802124,0.955813467502594,0.15876206755638123,11
0.9687036871910095,0.09670715034008026,0.9554059505462646,0.1573711633682251,12
0.9691019058227539,0.09496299922466278,0.9565133452415466,0.15770450234413147,13
0.9696593880653381,0.09327030181884766,0.9562870264053345,0.15609729290008545,14
0.9701636433601379,0.09150083363056183,0.9566580653190613,0.1548016220331192,15
0.9704917073249817,0.09040392190217972,0.9574978351593018,0.15362553298473358,16
0.9709162712097168,0.08861633390188217,0.9572424292564392,0.15468063950538635,17
0.9712359309196472,0.08748094737529755,0.957426905632019,0.15935617685317993,18
0.9716202020645142,0.08645481616258621,0.9564863443374634,0.16616344451904297,19
0.9718930721282959,0.08542235195636749,0.9566360116004944,0.16400046646595,20
0.9721561670303345,0.08430753648281097,0.9582564234733582,0.15286754071712494,21
0.9724907279014587,0.08353720605373383,0.9571838974952698,0.16020916402339935,22
0.9727945327758789,0.08253499865531921,0.9572082757949829,0.16279269754886627,23
0.9728963375091553,0.08164709061384201,0.9573063254356384,0.16263414919376373,24
0.9732569456100464,0.08068077266216278,0.9578859210014343,0.16033482551574707,25


