accuracy,loss,val_accuracy,val_loss,epoch
0.9250473380088806,0.2598969340324402,0.9407285451889038,0.20013971626758575,1
0.9492590427398682,0.1640135794878006,0.9478968977928162,0.1745160073041916,2
0.9553532004356384,0.1424557864665985,0.9492320418357849,0.17134720087051392,3
0.9590702652931213,0.13036887347698212,0.9526278376579285,0.16089095175266266,4
0.9612851738929749,0.1222037822008133,0.9544480443000793,0.15731459856033325,5
0.963012158870697,0.11631091684103012,0.9541411399841309,0.16446764767169952,6
0.9643450975418091,0.11144886165857315,0.9545587301254272,0.1618265062570572,7
0.9654510021209717,0.10746459662914276,0.9549962878227234,0.15557710826396942,8
0.9663528203964233,0.10423886775970459,0.9549307227134705,0.1556258350610733,9
0.9672421813011169,0.10139388591051102,0.9567428827285767,0.15056250989437103,10
0.9680383801460266,0.09856843203306198,0.9562214612960815,0.15762348473072052,11
0.9685105681419373,0.09670480340719223,0.9574439525604248,0.14848849177360535,12
0.969298779964447,0.09433229267597198,0.9573835134506226,0.15293508768081665,13
0.9695643782615662,0.0930478572845459,0.9575824737548828,0.14782238006591797,14
0.9701806306838989,0.09116280823945999,0.957614541053772,0.15536850690841675,15
0.9705865383148193,0.08944697678089142,0.9578818678855896,0.1534603238105774,16
0.9710134267807007,0.08833282440900803,0.9587445855140686,0.14966140687465668,17
0.9712461233139038,0.08703380078077316,0.9585923552513123,0.1508011668920517,18
0.9716378450393677,0.08593004941940308,0.9585320949554443,0.15240392088890076,19
0.9720454216003418,0.08444011211395264,0.9587000608444214,0.1502373218536377,20
0.9722673296928406,0.08373134583234787,0.9583307504653931,0.15101803839206696,21
0.9723979234695435,0.08287905901670456,0.9581206440925598,0.15391775965690613,22
0.9729618430137634,0.08181548118591309,0.9581333994865417,0.15288108587265015,23
0.9729956984519958,0.08105644583702087,0.9567774534225464,0.16435034573078156,24
0.973280131816864,0.08033730089664459,0.9580472707748413,0.15965905785560608,25

with stress
