accuracy,loss,val_accuracy,val_loss,epoch
0.9250820875167847,0.2611483633518219,0.9516014456748962,0.15410245954990387,1
0.9492547512054443,0.1649474948644638,0.9606451392173767,0.12459682673215866,2
0.9553166627883911,0.14384707808494568,0.9624520540237427,0.11798463761806488,3
0.9585583209991455,0.1324896216392517,0.9655649662017822,0.10806979238986969,4
0.9608879089355469,0.12398514896631241,0.9667362570762634,0.10560347884893417,5
0.9626084566116333,0.1179787665605545,0.9681203961372375,0.10046475380659103,6
0.9640413522720337,0.11319185793399811,0.9689575433731079,0.09795021265745163,7
0.9651042819023132,0.10942921787500381,0.9691810011863708,0.09659162908792496,8
0.9659445881843567,0.10610248893499374,0.9701578617095947,0.0934653952717781,9
0.9668464064598083,0.10317211598157883,0.9702491164207458,0.09277385473251343,10
0.9675887227058411,0.10042613744735718,0.9711201786994934,0.0918026939034462,11
0.9681045413017273,0.09849086403846741,0.9711053371429443,0.09068392962217331,12
0.9686219096183777,0.09643665701150894,0.9718248844146729,0.09006959199905396,13
0.9692235589027405,0.09476885199546814,0.9718171954154968,0.08875173330307007,14
0.9696009755134583,0.09341110289096832,0.9719672203063965,0.08891457319259644,15
0.9701426029205322,0.09137836843729019,0.9721856713294983,0.08816631883382797,16
0.9704065322875977,0.09039576351642609,0.9723033308982849,0.0879792869091034,17
0.9708797335624695,0.08881174772977829,0.9722448587417603,0.08769819885492325,18
0.9711438417434692,0.08775924146175385,0.9724803566932678,0.08765824139118195,19
0.9714521765708923,0.08673496544361115,0.9726323485374451,0.08735959976911545,20
0.9719364643096924,0.08546161651611328,0.9730322360992432,0.08575369417667389,21
0.9720091819763184,0.084676094353199,0.9725606441497803,0.08772443979978561,22
0.9722227454185486,0.08410316705703735,0.9729270935058594,0.0875949114561081,23
0.9725529551506042,0.08304328471422195,0.9734061360359192,0.0855855718255043,24
0.9729014039039612,0.0820142924785614,0.9733840227127075,0.08584877103567123,25
0.9732521772384644,0.08121608942747116,0.9731723070144653,0.08574774861335754,26
0.9732031226158142,0.08074504137039185,0.9733935594558716,0.08527757972478867,27
0.973526120185852,0.08001971244812012,0.9737913608551025,0.08445173501968384,28
0.9736522436141968,0.0792822614312172,0.9739830493927002,0.08467022329568863,29
0.9738146066665649,0.07874654233455658,0.9737347960472107,0.08449725061655045,30
0.9739070534706116,0.07830766588449478,0.9738500118255615,0.08556022495031357,31
0.9742053747177124,0.07744060456752777,0.9738919734954834,0.08464507013559341,32
0.9743338227272034,0.0768275186419487,0.973710298538208,0.0858321338891983,33

more epoch 100+ add custom data  
