accuracy,loss,val_accuracy,val_loss,epoch
0.9259971380233765,0.2571747899055481,0.955012321472168,0.1457805335521698,1
0.9497727751731873,0.16233883798122406,0.9604771733283997,0.1252347230911255,2
0.9558969736099243,0.14141514897346497,0.9645992517471313,0.11276032030582428,3
0.95900559425354,0.13042239844799042,0.9670956134796143,0.10422465205192566,4
0.9613582491874695,0.12229683250188828,0.967877209186554,0.10172989964485168,5
0.9630486965179443,0.11622285842895508,0.9687217473983765,0.0990549847483635,6
0.9644874334335327,0.11138295382261276,0.9700433611869812,0.09584013372659683,7
0.9654161334037781,0.10792731493711472,0.9697704911231995,0.09659645706415176,8
0.9663440585136414,0.10486914962530136,0.970300018787384,0.09363240003585815,9
0.9671435356140137,0.10199131816625595,0.9712490439414978,0.0907413586974144,10
0.9678525924682617,0.09939044713973999,0.971768856048584,0.09021943807601929,11
0.9684934616088867,0.09733279049396515,0.9718053340911865,0.08901984989643097,12
0.9690455198287964,0.095509372651577,0.9720205068588257,0.08859744668006897,13
0.9694511294364929,0.09381501376628876,0.972235381603241,0.08776091784238815,14
0.9700214862823486,0.09203298389911652,0.9727757573127747,0.08658552169799805,15
0.9702632427215576,0.09065228700637817,0.973147988319397,0.08707248419523239,16
0.970701277256012,0.0892605260014534,0.9733156561851501,0.08682432770729065,17
0.9709802865982056,0.08837335556745529,0.973278820514679,0.08717550337314606,18
0.97139573097229,0.08707503229379654,0.9734627604484558,0.08472209423780441,19
0.97182697057724,0.08572264760732651,0.973352313041687,0.08427779376506805,20
0.9720295071601868,0.08496557921171188,0.9731688499450684,0.08621241897344589,21
0.9722100496292114,0.08384952694177628,0.9735413789749146,0.08600234985351562,22
0.9724797010421753,0.08312410861253738,0.9736882448196411,0.08530136197805405,23
0.9726532697677612,0.08218018710613251,0.9738140106201172,0.08533807098865509,24
0.9730441570281982,0.08143950998783112,0.973934531211853,0.08362443745136261,25
0.9732430577278137,0.08049488812685013,0.9741862416267395,0.08555339276790619,26
0.97343909740448,0.08001674711704254,0.9737458825111389,0.08585436642169952,27
0.9735742211341858,0.07924731075763702,0.9741915464401245,0.08380703628063202,28
0.9736831784248352,0.07870429009199142,0.9744279384613037,0.08415957540273666,29
0.9739779233932495,0.0779794305562973,0.9747631549835205,0.08358682692050934,30
0.9741708636283875,0.07745610922574997,0.974160373210907,0.08471672981977463,31
0.9742801189422607,0.076775923371315,0.9743909239768982,0.08414804190397263,32
0.974499523639679,0.07629404962062836,0.9747579097747803,0.08286013454198837,33
0.9745462536811829,0.07590000331401825,0.9747527241706848,0.083723284304142,34
0.9747912287712097,0.07519371807575226,0.9744433760643005,0.08439049869775772,35
0.9747956991195679,0.07509871572256088,0.9744328260421753,0.08407549560070038,36
0.9750147461891174,0.07432741671800613,0.974385678768158,0.08536633104085922,37
0.9751325249671936,0.07410196959972382,0.9747001528739929,0.08421317487955093,38
